advertiser_id
3299794
1271876
1377615
1377782
3655323
1351309
1247008
251808
1916002
2240616
151181
1674118
1468253
72080
100088638
602890
382180
4041686
487784
4060928
435398
3857238
284034
37522
3386909
2115621
4910748
3502310
2005953
641965
2149142
3846180
1602998
1154833
1448493
563379
1580632
1633150
3176731
4805415
1534174
100630425
1022559
2732318
3661526
83856
1968680
1990127
3220605
1863863
3980043
4343669
412590
2829417
4093032
100473806
1970497
1335726
3981850
1371625
4545627
2060120
1387542
1102988
3325998
1213815
4631564
25926
1507
1354255
1266759
2265852
99918576
4079981
3690816
3497995
1848154
1992826
4911977
3780871
3716276
4110055
2294619
295590
2018980
2018977
2018970
100437568
1323126
3915797
1089367
3504512
47948
1226886
3695745
782671
4812146
2779691
